work_id,label
bachjs-bwv1001-bwv-1001-1-bwv-1001-1,bach_solo_violin
bachjs-bwv1001-bwv-1001-2-bwv-1001-2,bach_solo_violin
bachjs-bwv1001-bwv-1001-3-bwv-1001-3,bach_solo_violin
bachjs-bwv1001-bwv-1001-4-bwv-1001-4,bach_solo_violin
bachjs-bwv1002-partita-1-lys-1-cello,bach_solo_violin
bachjs-bwv1002-partita-1-lys-1-viola,bach_solo_violin
bachjs-bwv1002-partita-1-lys-1-violin,bach_solo_violin
bachjs-bwv1002-partita-1-lys-2-cello,bach_solo_violin
bachjs-bwv1002-partita-1-lys-2-viola,bach_solo_violin
bachjs-bwv1002-partita-1-lys-2-violin,bach_solo_violin
bachjs-bwv1002-partita-1-lys-3-cello,bach_solo_violin
bachjs-bwv1002-partita-1-lys-3-viola,bach_solo_violin
bachjs-bwv1002-partita-1-lys-3-violin,bach_solo_violin
bachjs-bwv1002-partita-1-lys-4-cello,bach_solo_violin
bachjs-bwv1002-partita-1-lys-4-viola,bach_solo_violin
bachjs-bwv1002-partita-1-lys-4-violin,bach_solo_violin
bachjs-bwv1002-partita-1-lys-5-cello,bach_solo_violin
bachjs-bwv1002-partita-1-lys-5-viola,bach_solo_violin
bachjs-bwv1002-partita-1-lys-5-violin,bach_solo_violin
bachjs-bwv1002-partita-1-lys-6-cello,bach_solo_violin
bachjs-bwv1002-partita-1-lys-6-viola,bach_solo_violin
bachjs-bwv1002-partita-1-lys-6-violin,bach_solo_violin
bachjs-bwv1002-partita-1-lys-7-cello,bach_solo_violin
bachjs-bwv1002-partita-1-lys-7-viola,bach_solo_violin
bachjs-bwv1002-partita-1-lys-7-violin,bach_solo_violin
bachjs-bwv1002-partita-1-lys-8-cello,bach_solo_violin
bachjs-bwv1002-partita-1-lys-8-viola,bach_solo_violin
bachjs-bwv1002-partita-1-lys-8-violin,bach_solo_violin
bachjs-bwv1003-bwv-1003-1-bwv-1003-1,bach_solo_violin
bachjs-bwv1003-bwv-1003-2-bwv-1003-2,bach_solo_violin
bachjs-bwv1003-bwv-1003-3-bwv-1003-3,bach_solo_violin
bachjs-bwv1003-bwv-1003-4-bwv-1003-4,bach_solo_violin
bachjs-bwv1004-bwv-1004-1-bwv-1004-1,bach_solo_violin
bachjs-bwv1004-bwv-1004-2-bwv-1004-2,bach_solo_violin
bachjs-bwv1004-bwv-1004-3-sarabanda-bwv-1004-3-sarabanda,bach_solo_violin
bachjs-bwv1004-bwv-1004-4-giga-bwv-1004-4-giga,bach_solo_violin
bachjs-bwv1004-bwv-1004-5-bwv-1004-5,bach_solo_violin
bachjs-bwv1005-bwv-1005-1-bwv-1005-1,bach_solo_violin
bachjs-bwv1005-bwv-1005-2-bwv-1005-2,bach_solo_violin
bachjs-bwv1005-bwv-1005-3-bwv-1005-3,bach_solo_violin
bachjs-bwv1005-bwv-1005-4-bwv-1005-4,bach_solo_violin
bachjs-bwv1006-bwv-1006-1-bwv-1006-1,bach_solo_violin
bachjs-bwv1006-bwv-1006-2-bwv-1006-2,bach_solo_violin
bachjs-bwv1006-bwv-1006-3-bwv-1006-3,bach_solo_violin
bachjs-bwv1006-bwv-1006-4-bwv-1006-4,bach_solo_violin
bachjs-bwv1006-bwv-1006-5-bwv-1006-5,bach_solo_violin
bachjs-bwv1006-bwv-1006-6-bwv-1006-6,bach_solo_violin
bachjs-bwv1006-bwv-1006-7-bwv-1006-7,bach_solo_violin
bachjs-bwv1006a-bwv-1006a-1-bwv-1006a-1,bach_solo_violin
bachjs-bwv1006a-bwv-1006a-1g-bwv-1006a-1g,bach_solo_violin
bachjs-bwv1006a-bwv-1006a-2-bwv-1006a-2,bach_solo_violin
bachjs-bwv1006a-bwv-1006a-2g-bwv-1006a-2g,bach_solo_violin
bachjs-bwv1006a-bwv-1006a-3-bwv-1006a-3,bach_solo_violin
bachjs-bwv1006a-bwv-1006a-3g-bwv-1006a-3g,bach_solo_violin
bachjs-bwv1006a-bwv-1006a-4-bwv-1006a-4,bach_solo_violin
bachjs-bwv1006a-bwv-1006a-4g-bwv-1006a-4g,bach_solo_violin
bachjs-bwv1006a-bwv-1006a-5-bwv-1006a-5,bach_solo_violin
bachjs-bwv1006a-bwv-1006a-5g-bwv-1006a-5g,bach_solo_violin
bachjs-bwv1006a-bwv-1006a-6-bwv-1006a-6,bach_solo_violin
bachjs-bwv1006a-bwv-1006a-6g-bwv-1006a-6g,bach_solo_violin
bachjs-bwv1006a-bwv-1006a-7-bwv-1006a-7,bach_solo_violin
bachjs-bwv1006a-bwv-1006a-7g-bwv-1006a-7g,bach_solo_violin
bachjs-bwv1007-bwv1007-lys-bwv1007-viola,bach_cello_suites
bachjs-bwv1007-bwv1007-lys-bwv1007,bach_cello_suites
bachjs-bwv1008-bwv1008-lys-bwv1008-viola,bach_cello_suites
bachjs-bwv1008-bwv1008-lys-bwv1008,bach_cello_suites
bachjs-bwv1009-cellosuite3-lys-bwv1009-viola,bach_cello_suites
bachjs-bwv1009-cellosuite3-lys-cellosuite3,bach_cello_suites
bachjs-bwv1010-bwv1010-lys-bwv1010-viola,bach_cello_suites
bachjs-bwv1010-bwv1010-lys-bwv1010,bach_cello_suites
bachjs-bwv1011-bwv1011-lys-bwv1011-viola-original,bach_cello_suites
bachjs-bwv1011-bwv1011-lys-bwv1011,bach_cello_suites
bachjs-bwv1011-bwv1011-transposed-lys-bwv1011-viola-transposed,bach_cello_suites
bachjs-bwv1011-bwv1011-transposed-lys-bwv1011-transposed,bach_cello_suites
bachjs-bwv1012-bwv-1012-1-bwv-1012-1,bach_cello_suites
bachjs-bwv1012-bwv-1012-2-bwv-1012-2,bach_cello_suites
bachjs-bwv1012-bwv-1012-3-bwv-1012-3,bach_cello_suites
bachjs-bwv1012-bwv-1012-4-bwv-1012-4,bach_cello_suites
bachjs-bwv1012-bwv-1012-5-1-bwv-1012-5-1,bach_cello_suites
bachjs-bwv1012-bwv-1012-5-2-bwv-1012-5-2,bach_cello_suites
bachjs-bwv1012-bwv-1012-6-bwv-1012-6,bach_cello_suites
bachjs-bwv1012-bwv1012-transposed-lys-bwv1012-viola,bach_cello_suites
bachjs-bwv1012-bwv1012-transposed-lys-bwv1012-transposed,bach_cello_suites
bachjs-bwv846-wtk1-fugue1-wtk1-fugue1,bach_wtc_1
bachjs-bwv846-wtk1-prelude1-wtk1-prelude1,bach_wtc_1
bachjs-bwv847-bwv847a-bwv847a,bach_wtc_1
bachjs-bwv847-fuga2-fuga2,bach_wtc_1
bachjs-bwv848-bwv848a-bwv848a,bach_wtc_1
bachjs-bwv848-bwv848b-bwv848b,bach_wtc_1
bachjs-bwv849-bwv849a-bwv849a,bach_wtc_1
bachjs-bwv849-bwv849b-bwv849b,bach_wtc_1
bachjs-bwv850-bwv850a-lys-bwv850a,bach_wtc_1
bachjs-bwv850-bwv850b-lys-bwv850b,bach_wtc_1
bachjs-bwv851-bwv851-fugue06-bwv851-fugue06,bach_wtc_1
bachjs-bwv851-bwv851a-bwv851a,bach_wtc_1
bachjs-bwv853-bwv853a-bwv853a,bach_wtc_1
